"","batting_team","velo","game"
"1074","Pittsburgh Pirates",85.0304347826087,663151
"1075","Atlanta Braves",84.9230769230769,661212
"1076","Milwaukee Brewers",85.3086956521739,661212
"1077","Los Angeles Angels",96.768,661145
"1078","Texas Rangers",90.508,661145
"1079","Chicago White Sox",88.6272727272727,662728
"1080","Kansas City Royals",91.67,662728
"1081","Colorado Rockies",86.0185185185185,663005
"1082","San Francisco Giants",87.5037037037037,663005
"1083","Minnesota Twins",87.3777777777778,662378
"1084","Oakland Athletics",85.975,662378
"1085","Arizona Diamondbacks",88.2571428571429,662695
"1086","Los Angeles Dodgers",87.7592592592593,662695
"1087","Chicago White Sox",90.9192307692308,662780
"1088","Kansas City Royals",89.2428571428571,662780
"1089","Chicago White Sox",91.5954545454545,662727
"1090","Kansas City Royals",93.9571428571429,662727
"1091","Arizona Diamondbacks",83.9888888888889,662628
"1092","Los Angeles Dodgers",92.1416666666667,662628
"1093","Arizona Diamondbacks",84.45,662697
"1094","Los Angeles Dodgers",90.4884615384615,662697
"1095","New York Mets",85.5777777777778,662507
"1096","St. Louis Cardinals",84.78,662507
"1097","New York Mets",83.4047619047619,662566
"1098","St. Louis Cardinals",89.4806451612903,662566
"1099","Cincinnati Reds",89.772,663032
"1100","Cleveland Guardians",85.4333333333333,663032
"1101","Detroit Tigers",85.4208333333333,662053
"1102","Tampa Bay Rays",91.9161290322581,662053
"1103","Miami Marlins",87,661401
"1104","Washington Nationals",81.9523809523809,661401
"1105","Philadelphia Phillies",88.6857142857143,661625
"1106","San Diego Padres",83.3206896551724,661625
"1107","Baltimore Orioles",83.9888888888889,661342
"1108","New York Yankees",90.3235294117647,661342
"1109","Seattle Mariners",85.996,661765
"1110","Toronto Blue Jays",88.4833333333333,661765
"1111","Boston Red Sox",89.6157894736842,663271
"1112","Houston Astros",91.4058823529412,663271
"1113","Chicago Cubs",90.2947368421053,663157
"1114","Pittsburgh Pirates",89.4176470588235,663157
"1115","Atlanta Braves",87.972,661196
"1116","Milwaukee Brewers",90.2636363636364,661196
"1117","Los Angeles Angels",93.4416666666667,661126
"1118","Texas Rangers",93.6782608695652,661126
"1119","Colorado Rockies",86.0965517241379,663004
"1120","San Francisco Giants",92.446875,663004
"1121","Minnesota Twins",87.5458333333333,662370
"1122","Oakland Athletics",86.5407407407407,662370
"1123","Detroit Tigers",85.485,662054
"1124","Tampa Bay Rays",91.1136363636364,662054
"1125","Atlanta Braves",87.3166666666667,661202
"1126","Milwaukee Brewers",90.5035714285714,661202
"1127","Colorado Rockies",86.7478260869565,663003
"1128","San Francisco Giants",83.7695652173913,663003
"1129","Minnesota Twins",86.040625,662377
"1130","Oakland Athletics",87.5129032258065,662377
"1131","Arizona Diamondbacks",78.4884615384615,662744
"1132","Los Angeles Dodgers",87.362962962963,662744
"1133","Boston Red Sox",89.6583333333333,663270
"1134","Houston Astros",89.2095238095238,663270
"1135","Miami Marlins",87.8481481481481,661400
"1136","Washington Nationals",88.7166666666667,661400
"1137","Philadelphia Phillies",81.2235294117647,661624
"1138","San Diego Padres",88.2263157894737,661624
"1139","Baltimore Orioles",90.6925925925926,661344
"1140","New York Yankees",88.9739130434783,661344
"1141","Seattle Mariners",86.3103448275862,661767
"1142","Toronto Blue Jays",86.1689655172414,661767
"1143","New York Mets",89.336,662554
"1144","St. Louis Cardinals",84.4,662554
"1145","Chicago Cubs",89.075,663156
"1146","Pittsburgh Pirates",85.6125,663156
"1147","Los Angeles Angels",92.164,661125
"1148","Texas Rangers",93.7730769230769,661125
"1149","Chicago White Sox",90.84375,662726
"1150","Kansas City Royals",90.6384615384615,662726
"1151","Baltimore Orioles",89.4785714285714,661347
"1152","New York Yankees",90.556,661347
"1153","Philadelphia Phillies",86.392,661623
"1154","San Diego Padres",91.6461538461539,661623
"1155","Cincinnati Reds",92.5608695652174,663043
"1156","Cleveland Guardians",90.8708333333333,663043
"1157","New York Mets",90.7933333333333,662520
"1158","St. Louis Cardinals",88.0583333333333,662520
"1159","Chicago White Sox",91.9074074074074,662715
"1160","Kansas City Royals",89.0484848484848,662715
"1161","Boston Red Sox",89.6125,663269
"1162","Seattle Mariners",90.7115384615385,663269
"1163","Arizona Diamondbacks",92.4380952380952,663193
"1164","Chicago Cubs",84.6583333333333,663193
"1165","Houston Astros",85.848,662778
"1166","Texas Rangers",84.3555555555556,662778
"1167","Arizona Diamondbacks",85.8866666666667,663143
"1168","Chicago Cubs",89.7346153846154,663143
"1169","Pittsburgh Pirates",88.868,662506
"1170","St. Louis Cardinals",85.1588235294118,662506
"1171","Atlanta Braves",93.9461538461538,661339
"1172","Miami Marlins",92.4814814814815,661339
"1173","Baltimore Orioles",81.4393939393939,661348
"1174","Tampa Bay Rays",87.8307692307692,661348
"1175","Los Angeles Dodgers",90.236,661632
"1176","Philadelphia Phillies",85.6652173913044,661632
"1177","Cincinnati Reds",91.9884615384615,661766
"1178","Toronto Blue Jays",90.9038461538461,661766
"1179","Cleveland Guardians",94.7,663135
"1180","Detroit Tigers",84.1695652173913,663135
"1181","Boston Red Sox",89.1565217391304,663268
"1182","Seattle Mariners",88.5363636363636,663268
"1183","Houston Astros",90.912,662764
"1184","Texas Rangers",89.6210526315789,662764
"1185","Kansas City Royals",89.0258064516129,662714
"1186","Minnesota Twins",91.8896551724138,662714
"1187","Milwaukee Brewers",84.6884615384615,661195
"1188","Washington Nationals",84.1181818181818,661195
"1189","Los Angeles Angels",88.875,663449
"1190","Oakland Athletics",88.36,663449
"1191","San Diego Padres",89.4264705882353,662078
"1192","San Francisco Giants",90.4161290322581,662078
"1193","Colorado Rockies",87.0620689655172,663002
"1194","New York Mets",87.275,663002
"1195","Chicago White Sox",85.372,661289
"1196","New York Yankees",88.0357142857143,661289
"1197","Arizona Diamondbacks",93.8565217391304,663194
"1198","Chicago Cubs",89.1785714285714,663194
"1199","Cincinnati Reds",90.1291666666667,661793
"1200","Toronto Blue Jays",89.904347826087,661793
"1201","Colorado Rockies",87.0620689655172,663002
"1202","New York Mets",87.275,663002
"1203","Colorado Rockies",89.2933333333333,663001
"1204","New York Mets",89.6241379310345,663001
"1205","San Diego Padres",83.9238095238095,662077
"1206","San Francisco Giants",86.5423076923077,662077
"1207","Boston Red Sox",94.1103448275862,663234
"1208","Seattle Mariners",91.7592592592593,663234
"1209","Los Angeles Dodgers",92.0185185185185,661631
"1210","Philadelphia Phillies",91.7347826086957,661631
"1211","Atlanta Braves",87.0962962962963,661399
"1212","Miami Marlins",87.3363636363636,661399
"1213","Pittsburgh Pirates",86.8769230769231,662478
"1214","St. Louis Cardinals",92.584,662478
"1215","Baltimore Orioles",85.2380952380952,661291
"1216","Tampa Bay Rays",91.2888888888889,661291
"1217","Houston Astros",84.0375,662763
"1218","Texas Rangers",89.0961538461538,662763
"1219","Kansas City Royals",91.1269230769231,662713
"1220","Minnesota Twins",89.6107142857143,662713
"1221","Milwaukee Brewers",87.3967741935484,661280
"1222","Washington Nationals",82.7769230769231,661280
"1223","Los Angeles Angels",80.9608695652174,663448
"1224","Oakland Athletics",85.684,663448
"1225","Pittsburgh Pirates",93.7,662479
"1226","St. Louis Cardinals",91.3613636363636,662479
"1227","Boston Red Sox",93.8806451612903,663277
"1228","Seattle Mariners",91.3666666666667,663277
"1229","Baltimore Orioles",85.8513513513514,661279
"1230","Tampa Bay Rays",83.4823529411765,661279
"1231","Los Angeles Dodgers",88.3652173913043,661611
"1232","Philadelphia Phillies",82.1,661611
"1233","Cincinnati Reds",89.2333333333333,661763
"1234","Toronto Blue Jays",84.1666666666667,661763
"1235","Cleveland Guardians",92.4869565217391,663120
"1236","Detroit Tigers",89.3428571428571,663120
"1237","Atlanta Braves",85.9538461538462,661398
"1238","Miami Marlins",86.7304347826087,661398
"1239","Houston Astros",90.9538461538462,662857
"1240","Texas Rangers",92.9333333333333,662857
"1241","Kansas City Royals",88.7785714285714,662712
"1242","Minnesota Twins",89.3806451612903,662712
"1243","Milwaukee Brewers",91.1307692307692,661248
"1244","Washington Nationals",87.915625,661248
"1245","Arizona Diamondbacks",88.1259259259259,663150
"1246","Chicago Cubs",89.1961538461538,663150
"1247","Chicago White Sox",89.2346153846154,661288
"1248","New York Yankees",88.7541666666667,661288
"1249","Chicago White Sox",92.0967741935484,661290
"1250","New York Yankees",85.0608695652174,661290
"1251","Colorado Rockies",86.7695652173913,662982
"1252","New York Mets",85.8571428571429,662982
"1253","San Diego Padres",89.0410256410256,662076
"1254","San Francisco Giants",87.2904761904762,662076
"1255","Los Angeles Angels",88.2071428571429,663447
"1256","Oakland Athletics",88.1333333333333,663447
"1257","Colorado Rockies",81.8692307692308,662455
"1258","Pittsburgh Pirates",92.9961538461538,662455
"1259","Chicago Cubs",96.4523809523809,663073
"1260","Cincinnati Reds",84.8954545454545,663073
"1261","Los Angeles Dodgers",90.7064516129032,662524
"1262","Washington Nationals",85.516,662524
"1263","Baltimore Orioles",86.4884615384615,661287
"1264","New York Yankees",86.7272727272727,661287
"1265","Atlanta Braves",86.0583333333333,661544
"1266","Philadelphia Phillies",89.972,661544
"1267","Detroit Tigers",89.6333333333333,661730
"1268","Minnesota Twins",91.1909090909091,661730
"1269","St. Louis Cardinals",92.2961538461538,661999
"1270","Toronto Blue Jays",93.65,661999
"1271","Cleveland Guardians",86.6,662858
"1272","Houston Astros",88.8423076923077,662858
"1273","Arizona Diamondbacks",90.9884615384615,663340
"1274","Kansas City Royals",92.4645161290323,663340
"1275","Oakland Athletics",84.0129032258065,662135
"1276","Seattle Mariners",92.685,662135
"1277","Milwaukee Brewers",90.1925925925926,662257
"1278","San Diego Padres",85.1566666666667,662257
"1279","New York Mets",87.6333333333333,662075
"1280","San Francisco Giants",88.488,662075
"1281","Colorado Rockies",85.5285714285714,662454
"1282","Pittsburgh Pirates",87.4782608695652,662454
"1283","Chicago Cubs",86.753125,663103
"1284","Cincinnati Reds",90.54,663103
"1285","Miami Marlins",89.4736842105263,661978
"1286","Tampa Bay Rays",91.0166666666667,661978
"1287","Los Angeles Dodgers",86.437037037037,662536
"1288","Washington Nationals",87.4678571428571,662536
"1289","Baltimore Orioles",86.975,661285
"1290","New York Yankees",90.4535714285714,661285
"1291","Atlanta Braves",90.8434782608696,661543
"1292","Philadelphia Phillies",90.4964285714286,661543
"1293","Detroit Tigers",79.9157894736842,661699
"1294","Minnesota Twins",87.8590909090909,661699
"1295","St. Louis Cardinals",90.7954545454545,661998
"1296","Toronto Blue Jays",91.5057142857143,661998
"1297","Cleveland Guardians",86.0178571428571,662846
"1298","Houston Astros",91.5166666666667,662846
"1299","Boston Red Sox",97.1941176470588,661488
"1300","Chicago White Sox",88.8166666666667,661488
"1301","Los Angeles Angels",87.3375,663381
"1302","Texas Rangers",86.58,663381
"1303","Arizona Diamondbacks",91.7421052631579,663339
"1304","Kansas City Royals",89.6481481481482,663339
"1305","Oakland Athletics",85.3666666666667,662134
"1306","Seattle Mariners",89.8,662134
"1307","Milwaukee Brewers",89.1090909090909,662229
"1308","San Diego Padres",85.3,662229
"1309","New York Mets",90.2351351351351,662074
"1310","San Francisco Giants",89.4176470588235,662074
"1311","Colorado Rockies",82.351724137931,662453
"1312","Pittsburgh Pirates",87.6227272727273,662453
"1313","Detroit Tigers",87.8333333333333,661772
"1314","Minnesota Twins",91.656,661772
"1315","New York Mets",87.776,662093
"1316","San Francisco Giants",91.015,662093
"1317","Los Angeles Dodgers",88.404347826087,662527
"1318","Washington Nationals",84.5619047619048,662527
"1319","Oakland Athletics",88.675,662133
"1320","Seattle Mariners",89.3590909090909,662133
"1321","Milwaukee Brewers",86.4222222222222,662228
"1322","San Diego Padres",88.9,662228
"1323","Chicago Cubs",83.2,663082
"1324","Cincinnati Reds",88.5272727272727,663082
"1325","Miami Marlins",82.7227272727273,662052
"1326","Tampa Bay Rays",93.94,662052
"1327","Baltimore Orioles",83.0428571428571,661286
"1328","New York Yankees",85.688,661286
"1329","Atlanta Braves",93.1772727272727,661542
"1330","Philadelphia Phillies",88.6464285714286,661542
"1331","Cleveland Guardians",83.0789473684211,662845
"1332","Houston Astros",84.9727272727273,662845
"1333","Boston Red Sox",91.0090909090909,661487
"1334","Chicago White Sox",87.9166666666667,661487
"1335","Los Angeles Angels",85.65,663446
"1336","Texas Rangers",90.3966666666667,663446
"1337","Chicago Cubs",88.937037037037,663081
"1338","Cincinnati Reds",89.0459459459459,663081
"1339","New York Yankees",83.3851851851852,662051
"1340","Tampa Bay Rays",86.8148148148148,662051
"1341","Colorado Rockies",87.3566666666667,662515
"1342","Washington Nationals",90.3071428571429,662515
"1343","Cleveland Guardians",90.4571428571429,662842
"1344","Detroit Tigers",82.2,662842
"1345","Atlanta Braves",86.7333333333333,661574
"1346","Philadelphia Phillies",92.7458333333333,661574
"1347","Kansas City Royals",94.364,661771
"1348","Minnesota Twins",89.8034482758621,661771
"1349","Milwaukee Brewers",88.3794117647059,661997
"1350","St. Louis Cardinals",85.9366666666667,661997
"1351","Boston Red Sox",93.5382352941176,661486
"1352","Chicago White Sox",87.5433333333333,661486
"1353","Los Angeles Angels",87.08,663445
"1354","Toronto Blue Jays",89.9833333333333,663445
"1355","Arizona Diamondbacks",89.8357142857143,663338
"1356","Los Angeles Dodgers",87.6708333333333,663338
"1357","Oakland Athletics",88.2,662376
"1358","Texas Rangers",92.2947368421053,662376
"1359","Cincinnati Reds",85.9,663080
"1360","San Francisco Giants",86.3571428571429,663080
"1361","Baltimore Orioles",89.5171428571429,663276
"1362","Boston Red Sox",86.4277777777778,663276
"1363","New York Mets",90.2217391304348,662543
"1364","Philadelphia Phillies",83.9083333333333,662543
"1365","New York Yankees",85.295652173913,661960
"1366","Tampa Bay Rays",91.5380952380952,661960
"1367","Atlanta Braves",89.6454545454545,661539
"1368","Miami Marlins",89.9045454545455,661539
"1369","Kansas City Royals",92.5962962962963,661777
"1370","Minnesota Twins",89.1771428571429,661777
"1371","Milwaukee Brewers",93.844,661992
"1372","St. Louis Cardinals",82.995652173913,661992
"1373","Los Angeles Angels",80.72,663444
"1374","Toronto Blue Jays",88.7555555555556,663444
"1375","Arizona Diamondbacks",90.8423076923077,663347
"1376","Los Angeles Dodgers",91.6533333333333,663347
"1377","Pittsburgh Pirates",89.9083333333333,662281
"1378","San Diego Padres",78.8863636363636,662281
"1379","Houston Astros",87.2703703703704,662132
"1380","Seattle Mariners",90.6222222222222,662132
"1381","Oakland Athletics",88.3545454545455,662369
"1382","Texas Rangers",90.8607142857143,662369
"1383","Colorado Rockies",81.8875,662514
"1384","Washington Nationals",90.741935483871,662514
"1385","Colorado Rockies",84.5193548387097,662513
"1386","Washington Nationals",85.4708333333333,662513
"1387","Baltimore Orioles",95.35,663257
"1388","Boston Red Sox",89.5225806451613,663257
"1389","Baltimore Orioles",91.3407407407407,663309
"1390","Boston Red Sox",91.5933333333333,663309
"1391","Kansas City Royals",89.715625,661774
"1392","Minnesota Twins",91.8785714285714,661774
"1393","Milwaukee Brewers",94.14,661991
"1394","St. Louis Cardinals",89.441935483871,661991
"1395","Oakland Athletics",93.5892857142857,662375
"1396","Texas Rangers",88.6219512195122,662375
"1397","Cleveland Guardians",90.0151515151515,662852
"1398","Detroit Tigers",83.0678571428571,662852
"1399","Cincinnati Reds",92.2210526315789,663118
"1400","San Francisco Giants",91.0655172413793,663118
"1401","Atlanta Braves",91.3153846153846,661537
"1402","Miami Marlins",90.9607142857143,661537
"1403","New York Yankees",86.89,661933
"1404","Tampa Bay Rays",86.8789473684211,661933
"1405","Arizona Diamondbacks",89.07,663330
"1406","Los Angeles Dodgers",89.6916666666667,663330
"1407","New York Mets",89.4384615384615,662556
"1408","Philadelphia Phillies",86.0928571428571,662556
"1409","Chicago Cubs",91.8483870967742,661518
"1410","Chicago White Sox",86.4041666666667,661518
"1411","Los Angeles Angels",90.8838709677419,663400
"1412","Toronto Blue Jays",89.55,663400
"1413","Pittsburgh Pirates",87.87,662280
"1414","San Diego Padres",85.451724137931,662280
"1415","Houston Astros",89.5461538461538,662131
"1416","Seattle Mariners",88.35,662131
"1417","Cincinnati Reds",87.8869565217391,663072
"1418","San Francisco Giants",86.085,663072
"1419","Baltimore Orioles",86.9291666666667,663299
"1420","Boston Red Sox",91.6666666666667,663299
"1421","Colorado Rockies",86.5333333333333,662512
"1422","Washington Nationals",90.7172413793104,662512
"1423","Atlanta Braves",94.6413793103448,661517
"1424","Miami Marlins",87.1375,661517
"1425","Cleveland Guardians",92.2,662840
"1426","Detroit Tigers",89.25,662840
"1427","New York Yankees",85.7222222222222,661910
"1428","Tampa Bay Rays",90.7,661910
"1429","Kansas City Royals",87.784,661731
"1430","Minnesota Twins",86.0172413793103,661731
"1431","Chicago Cubs",86.8172413793103,661461
"1432","Chicago White Sox",85.975,661461
"1433","Milwaukee Brewers",89.1,661990
"1434","St. Louis Cardinals",84.0421052631579,661990
"1435","Oakland Athletics",89.3548387096774,662374
"1436","Texas Rangers",86.2466666666667,662374
"1437","Los Angeles Angels",93.7642857142857,663414
"1438","Toronto Blue Jays",87.484375,663414
"1439","Arizona Diamondbacks",86.2272727272727,663328
"1440","Los Angeles Dodgers",82.0416666666667,663328
"1441","Pittsburgh Pirates",87.3952380952381,662279
"1442","San Diego Padres",84.9269230769231,662279
"1443","Houston Astros",88.4103448275862,662130
"1444","Seattle Mariners",86.8777777777778,662130
"1445","New York Mets",88.7923076923077,662555
"1446","Philadelphia Phillies",85.152,662555
"1447","Chicago Cubs",90.4851851851852,663149
"1448","Milwaukee Brewers",85.864,663149
"1449","Chicago Cubs",90.2933333333333,663147
"1450","Milwaukee Brewers",84.205,663147
"1451","Detroit Tigers",89.3933333333333,662854
"1452","Minnesota Twins",91.0379310344828,662854
"1453","San Diego Padres",88.1478260869565,661989
"1454","St. Louis Cardinals",87.8535714285714,661989
"1455","Philadelphia Phillies",94.5909090909091,661613
"1456","San Francisco Giants",88.2357142857143,661613
"1457","Houston Astros",83.7296296296296,662373
"1458","Oakland Athletics",94.81,662373
"1459","Colorado Rockies",86.9130434782609,662992
"1460","Miami Marlins",83.475,662992
"1461","Cleveland Guardians",93.0142857142857,663109
"1462","Kansas City Royals",84.3269230769231,663109
"1463","Baltimore Orioles",92.4516129032258,663298
"1464","Boston Red Sox",88.2884615384615,663298
"1465","New York Mets",90.6378378378378,662545
"1466","Washington Nationals",86.25,662545
"1467","Tampa Bay Rays",90.2321428571429,661900
"1468","Texas Rangers",86.8615384615385,661900
"1469","Arizona Diamondbacks",87.3636363636364,663327
"1470","Atlanta Braves",90.6851851851852,663327
"1471","Los Angeles Dodgers",90.04,662743
"1472","Pittsburgh Pirates",89.668,662743
"1473","Detroit Tigers",88.9172413793103,662806
"1474","Minnesota Twins",95.85,662806
"1475","Detroit Tigers",85.955,662836
"1476","Minnesota Twins",88.0181818181818,662836
"1477","Cleveland Guardians",84.3433333333333,663034
"1478","Kansas City Royals",90.232,663034
"1479","Philadelphia Phillies",82.458064516129,661618
"1480","San Francisco Giants",86.4125,661618
"1481","Baltimore Orioles",93.2631578947368,661075
"1482","Seattle Mariners",90.7027777777778,661075
"1483","Los Angeles Angels",89.8142857142857,661331
"1484","New York Yankees",88.6766666666667,661331
"1485","Chicago White Sox",93.0310344827586,661797
"1486","Toronto Blue Jays",90.4807692307692,661797
"1487","Boston Red Sox",93.4,663297
"1488","Cincinnati Reds",82.8448275862069,663297
"1489","New York Mets",88.3310344827586,662544
"1490","Washington Nationals",85.6037037037037,662544
"1491","San Diego Padres",89.3666666666667,661977
"1492","St. Louis Cardinals",86.2535714285714,661977
"1493","Tampa Bay Rays",88.7583333333333,661884
"1494","Texas Rangers",86.1739130434783,661884
"1495","Chicago Cubs",91.5892857142857,663154
"1496","Milwaukee Brewers",88.0708333333333,663154
"1497","Houston Astros",91.6217391304348,662367
"1498","Oakland Athletics",89.1074074074074,662367
"1499","Arizona Diamondbacks",86.3586206896552,663329
"1500","Atlanta Braves",90.5741935483871,663329
"1501","Los Angeles Dodgers",84.4631578947368,662735
"1502","Pittsburgh Pirates",88.0826086956522,662735
"1503","Cleveland Guardians",89.64,663031
"1504","Kansas City Royals",91.5105263157895,663031
"1505","New York Mets",85.2785714285714,662457
"1506","Washington Nationals",86.4818181818182,662457
"1507","San Diego Padres",85.7266666666667,661982
"1508","St. Louis Cardinals",87.7769230769231,661982
"1509","Colorado Rockies",82.2333333333333,662981
"1510","Miami Marlins",90.2609756097561,662981
"1511","Colorado Rockies",88.0060606060606,662991
"1512","Miami Marlins",87.1361111111111,662991
"1513","Houston Astros",87.3969696969697,662366
"1514","Oakland Athletics",86.0636363636364,662366
"1515","Arizona Diamondbacks",90.67,663326
"1516","Atlanta Braves",91.0892857142857,663326
"1517","Philadelphia Phillies",88.7740740740741,661612
"1518","San Francisco Giants",91.3,661612
"1519","Baltimore Orioles",90.525,661343
"1520","Seattle Mariners",86.624,661343
"1521","Chicago White Sox",88.3592592592593,661764
"1522","Toronto Blue Jays",90.4,661764
"1523","Boston Red Sox",88.5947368421053,663296
"1524","Cincinnati Reds",88.65,663296
"1525","Detroit Tigers",90.0958333333333,662833
"1526","Minnesota Twins",84.59,662833
"1527","Tampa Bay Rays",88.8347826086956,661963
"1528","Texas Rangers",88.1111111111111,661963
"1529","Chicago Cubs",83.8925925925926,663184
"1530","Milwaukee Brewers",82.652,663184
"1531","Los Angeles Dodgers",87.3571428571429,662721
"1532","Pittsburgh Pirates",88.544,662721
"1533","Los Angeles Angels",85.2636363636364,661330
"1534","New York Yankees",92.0433333333333,661330
"1535","Los Angeles Angels",85.2,661329
"1536","New York Yankees",89.5380952380952,661329
"1537","Detroit Tigers",89.3047619047619,662832
"1538","Minnesota Twins",87.7652173913043,662832
"1539","Tampa Bay Rays",90.0965517241379,661934
"1540","Texas Rangers",87.328,661934
"1541","Chicago White Sox",86.9538461538462,661762
"1542","Toronto Blue Jays",93.2148148148148,661762
"1543","Cincinnati Reds",92.0259259259259,663091
"1544","Washington Nationals",80.9916666666667,663091
"1545","Miami Marlins",88.975,661397
"1546","San Francisco Giants",82.5166666666667,661397
"1547","Baltimore Orioles",84.8466666666667,661247
"1548","Seattle Mariners",89.8161290322581,661247
"1549","Milwaukee Brewers",84.065,661340
"1550","San Diego Padres",88.3346153846154,661340
"1551","Chicago Cubs",92.121875,663139
"1552","St. Louis Cardinals",87.4642857142857,663139
"1553","Atlanta Braves",88.5,663000
"1554","Colorado Rockies",89.92,663000
"1555","Los Angeles Dodgers",91.9357142857143,662693
"1556","New York Mets",88.82,662693
"1557","Chicago Cubs",81.6379310344828,663153
"1558","St. Louis Cardinals",90.75,663153
"1559","Cincinnati Reds",84.4590909090909,663119
"1560","Washington Nationals",90.4322580645161,663119
"1561","Miami Marlins",91.1791666666667,661396
"1562","San Francisco Giants",94.0142857142857,661396
"1563","Baltimore Orioles",90.4647058823529,661058
"1564","Cleveland Guardians",88.1179487179487,661058
"1565","Arizona Diamondbacks",90.615625,662452
"1566","Pittsburgh Pirates",87.6,662452
"1567","Los Angeles Angels",88.5708333333333,661642
"1568","Philadelphia Phillies",91.95,661642
"1569","Detroit Tigers",83.09375,661318
"1570","New York Yankees",93.748,661318
"1571","Minnesota Twins",92.684,661761
"1572","Toronto Blue Jays",88.5666666666667,661761
"1573","Chicago White Sox",87.0846153846154,661897
"1574","Tampa Bay Rays",87.7965517241379,661897
"1575","Seattle Mariners",94.104347826087,661913
"1576","Texas Rangers",92.8608695652174,661913
"1577","Houston Astros",92.7392857142857,662692
"1578","Kansas City Royals",90.0782608695652,662692
"1579","Milwaukee Brewers",86.8952380952381,661334
"1580","San Diego Padres",88.8483870967742,661334
"1581","Atlanta Braves",84.3,662980
"1582","Colorado Rockies",81.304347826087,662980
"1583","Boston Red Sox",92.57,662365
"1584","Oakland Athletics",88.37,662365
"1585","Los Angeles Dodgers",92.6272727272727,662720
"1586","New York Mets",87,662720
"1587","Detroit Tigers",88.22,661278
"1588","New York Yankees",95.2166666666667,661278
"1589","Chicago Cubs",84.5166666666667,663179
"1590","St. Louis Cardinals",88.2904761904762,663179
"1591","Chicago Cubs",87.7310344827586,663152
"1592","St. Louis Cardinals",87.3192307692308,663152
"1593","Minnesota Twins",87.7294117647059,661749
"1594","Toronto Blue Jays",93.6382352941176,661749
"1595","Baltimore Orioles",88.5833333333333,661346
"1596","Cleveland Guardians",86.7185185185185,661346
"1597","Arizona Diamondbacks",86.4904761904762,662451
"1598","Pittsburgh Pirates",78.8571428571429,662451
"1599","Seattle Mariners",94.0904761904762,661936
"1600","Texas Rangers",87.8583333333333,661936
"1601","Boston Red Sox",89.5612903225806,662364
"1602","Oakland Athletics",88.495,662364
"1603","Houston Astros",89.8185185185185,662689
"1604","Kansas City Royals",91.7103448275862,662689
"1605","Cincinnati Reds",87.3642857142857,663102
"1606","Washington Nationals",91.4066666666667,663102
"1607","Chicago White Sox",88.3961538461539,661896
"1608","Tampa Bay Rays",87.8789473684211,661896
"1609","Miami Marlins",87.3,661395
"1610","San Francisco Giants",84.6565217391304,661395
"1611","Milwaukee Brewers",82.4809523809524,661214
"1612","San Diego Padres",83.0434782608696,661214
"1613","Los Angeles Angels",80.9714285714286,661615
"1614","Philadelphia Phillies",96.1555555555556,661615
"1615","Atlanta Braves",90.6216216216216,662987
"1616","Colorado Rockies",89.3,662987
"1617","Los Angeles Dodgers",84.1826086956522,662687
"1618","New York Mets",92.1714285714286,662687
"1619","Detroit Tigers",86.212,661277
"1620","New York Yankees",86.6384615384615,661277
"1621","Baltimore Orioles",87.7333333333333,661151
"1622","Cleveland Guardians",86.4115384615385,661151
"1623","Arizona Diamondbacks",88.5772727272727,662450
"1624","Pittsburgh Pirates",84.3923076923077,662450
"1625","Los Angeles Angels",88.604347826087,661633
"1626","Philadelphia Phillies",87.9392857142857,661633
"1627","Minnesota Twins",90.1058823529412,661747
"1628","Toronto Blue Jays",90.34,661747
"1629","Cincinnati Reds",90.3333333333333,663058
"1630","Washington Nationals",89.4269230769231,663058
"1631","Chicago White Sox",88.25,661895
"1632","Tampa Bay Rays",89.0115384615385,661895
"1633","Miami Marlins",86.4260869565217,661394
"1634","San Francisco Giants",83.7230769230769,661394
"1635","Houston Astros",92.1275862068966,662688
"1636","Kansas City Royals",85.3916666666667,662688
"1637","Milwaukee Brewers",83.1407407407407,661241
"1638","San Diego Padres",88.3241379310345,661241
"1639","Seattle Mariners",83.3030303030303,661962
"1640","Texas Rangers",88.7967741935484,661962
"1641","Atlanta Braves",94.1928571428571,662990
"1642","Colorado Rockies",90.0423076923077,662990
"1643","Boston Red Sox",86.592,662363
"1644","Oakland Athletics",88.456,662363
"1645","Los Angeles Dodgers",90.559375,662612
"1646","New York Mets",88.6074074074074,662612
"1647","Chicago Cubs",87.1194444444444,663138
"1648","St. Louis Cardinals",84.7861111111111,663138
"1649","Arizona Diamondbacks",82.275,663065
"1650","Cincinnati Reds",89.4115384615385,663065
"1651","Houston Astros",93.1321428571429,662762
"1652","Seattle Mariners",90.3833333333333,662762
"1653","Kansas City Royals",91.3652173913043,662613
"1654","Toronto Blue Jays",92.1258064516129,662613
"1655","Boston Red Sox",91.0142857142857,663399
"1656","Los Angeles Angels",90.1333333333333,663399
"1657","New York Mets",93.7228571428571,662278
"1658","San Diego Padres",88.915,662278
"1659","Cleveland Guardians",82.5586206896552,663122
"1660","Texas Rangers",84.7533333333333,663122
"1661","Cleveland Guardians",82.8125,663134
"1662","Texas Rangers",87.8,663134
"1663","Arizona Diamondbacks",85.3758620689655,663064
"1664","Cincinnati Reds",87.2464285714286,663064
"1665","Miami Marlins",89.5275862068966,661169
"1666","Washington Nationals",88.2586206896552,661169
"1667","Baltimore Orioles",93.5041666666667,661170
"1668","Chicago Cubs",92.4535714285714,661170
"1669","Detroit Tigers",89.8814814814815,662449
