"","batting_team","velo","game"
"452","Los Angeles Angels",90.8592592592593,661035
"453","Kansas City Royals",89.862962962963,662191
"454","Seattle Mariners",91.21,662191
"455","Colorado Rockies",85.759375,662853
"456","Detroit Tigers",88.8962962962963,662853
"457","Boston Red Sox",87.375,661931
"458","Tampa Bay Rays",90.062962962963,661931
"459","San Francisco Giants",90.7705882352941,662539
"460","Washington Nationals",82.884,662539
"461","Atlanta Braves",88.01,661590
"462","Miami Marlins",86.604,661590
"463","Cleveland Guardians",83.5090909090909,661317
"464","New York Yankees",91.9555555555556,661317
"465","Cincinnati Reds",90.6608695652174,663111
"466","St. Louis Cardinals",90.8958333333333,663111
"467","Houston Astros",88.0285714285714,662921
"468","Toronto Blue Jays",89.1103448275862,662921
"469","Chicago White Sox",91.04,661781
"470","Minnesota Twins",90.1217391304348,661781
"471","Chicago Cubs",84.404,663166
"472","Pittsburgh Pirates",83.9583333333333,663166
"473","Baltimore Orioles",93.7904761904762,661033
"474","Los Angeles Angels",87.7208333333333,661033
"475","Oakland Athletics",90.9,662388
"476","Texas Rangers",87.436,662388
"477","Arizona Diamondbacks",88.2125,663361
"478","New York Mets",89.0387096774193,663361
"479","Los Angeles Dodgers",90.0259259259259,662274
"480","San Diego Padres",84.2333333333333,662274
"481","Kansas City Royals",89.32,662188
"482","Seattle Mariners",86.534375,662188
"483","Milwaukee Brewers",87.1,661640
"484","Philadelphia Phillies",87.75625,661640
"485","Milwaukee Brewers",84.3695652173913,661210
"486","San Francisco Giants",88.53125,661210
"487","Colorado Rockies",90.2833333333333,661639
"488","Philadelphia Phillies",90.1185185185185,661639
"489","Boston Red Sox",94.3111111111111,661760
"490","Toronto Blue Jays",89.488,661760
"491","New York Mets",83.5206896551724,662008
"492","St. Louis Cardinals",83.26,662008
"493","Houston Astros",88.5115384615385,661979
"494","Texas Rangers",86.8724137931034,661979
"495","Cleveland Guardians",85.7260869565217,661034
"496","Los Angeles Angels",92.4782608695652,661034
"497","Arizona Diamondbacks",93.0705882352941,663382
"498","Los Angeles Dodgers",88.3892857142857,663382
"499","Milwaukee Brewers",87.8625,662297
"500","Pittsburgh Pirates",88.3625,662297
"501","Cincinnati Reds",88.396,663079
"502","San Diego Padres",86.9142857142857,663079
"503","Seattle Mariners",87.5878787878788,661929
"504","Tampa Bay Rays",89.6086956521739,661929
"505","Colorado Rockies",80.6851851851852,661567
"506","Philadelphia Phillies",92.0793103448276,661567
"507","Miami Marlins",86.875,662540
"508","Washington Nationals",82.9375,662540
"509","Baltimore Orioles",86.9615384615385,661309
"510","New York Yankees",93.6448275862069,661309
"511","Boston Red Sox",89.4625,661758
"512","Toronto Blue Jays",89.976,661758
"513","Chicago White Sox",84.9454545454545,661536
"514","Kansas City Royals",84.42,661536
"515","Atlanta Braves",93.7541666666667,661589
"516","Chicago Cubs",85.9583333333333,661589
"517","Detroit Tigers",86.8954545454545,661733
"518","Minnesota Twins",90.4473684210526,661733
"519","New York Mets",91.0107142857143,662007
"520","St. Louis Cardinals",85.995,662007
"521","Houston Astros",91.55,661980
"522","Texas Rangers",91.7863636363636,661980
"523","Cleveland Guardians",88.0157894736842,661032
"524","Los Angeles Angels",94.7291666666667,661032
"525","Arizona Diamondbacks",87.6473684210526,663383
"526","Los Angeles Dodgers",90.3541666666667,663383
"527","Oakland Athletics",93.9823529411765,662086
"528","San Francisco Giants",83.296,662086
"529","New York Mets",89.8884615384615,662048
"530","St. Louis Cardinals",89.4448275862069,662048
"531","Chicago White Sox",91.0791666666667,661533
"532","Kansas City Royals",84.8611111111111,661533
"533","Arizona Diamondbacks",82.1545454545455,663393
"534","Los Angeles Dodgers",90.8695652173913,663393
"535","Milwaukee Brewers",92.1115384615385,662289
"536","Pittsburgh Pirates",82.0461538461538,662289
"537","Cincinnati Reds",87.6695652173913,663148
"538","San Diego Padres",90.5107142857143,663148
"539","Seattle Mariners",95.305,661909
"540","Tampa Bay Rays",91.0521739130435,661909
"541","Colorado Rockies",84.5655172413793,661638
"542","Philadelphia Phillies",88.8461538461538,661638
"543","Miami Marlins",84.2333333333333,662546
"544","Washington Nationals",84.604347826087,662546
"545","Baltimore Orioles",82.6545454545455,661306
"546","New York Yankees",92.2608695652174,661306
"547","Boston Red Sox",87.65,661757
"548","Toronto Blue Jays",92.8869565217391,661757
"549","Atlanta Braves",86.6576923076923,661552
"550","Chicago Cubs",85.2965517241379,661552
"551","Detroit Tigers",88.2055555555555,661739
"552","Minnesota Twins",91.9821428571429,661739
"553","Houston Astros",89.1333333333333,661964
"554","Texas Rangers",88.076,661964
"555","Cleveland Guardians",91.1965517241379,663439
"556","Los Angeles Angels",93.9310344827586,663439
"557","Oakland Athletics",93.6545454545455,662066
"558","San Francisco Giants",82.45,662066
"559","Cincinnati Reds",93.5925925925926,663078
"560","San Diego Padres",88.4892857142857,663078
"561","Milwaukee Brewers",89.1727272727273,662295
"562","Pittsburgh Pirates",86.0090909090909,662295
"563","Colorado Rockies",87.9473684210526,661641
"564","Philadelphia Phillies",89.2055555555555,661641
"565","Miami Marlins",91.8130434782609,662538
"566","Washington Nationals",83.1739130434783,662538
"567","Baltimore Orioles",82.525,661305
"568","New York Yankees",94.4541666666667,661305
"569","Seattle Mariners",83.9047619047619,661908
"570","Tampa Bay Rays",86.7818181818182,661908
"571","Detroit Tigers",87.95,661729
"572","Minnesota Twins",92.6208333333333,661729
"573","Houston Astros",88.1166666666667,661912
"574","Texas Rangers",84.6272727272727,661912
"575","Chicago White Sox",87.65,661532
"576","Kansas City Royals",88.1423076923077,661532
"577","Boston Red Sox",91.7347826086957,661827
"578","Toronto Blue Jays",92.6615384615385,661827
"579","Cleveland Guardians",86.5136363636364,663432
"580","Los Angeles Angels",81.15,663432
"581","Atlanta Braves",87.3925925925926,661551
"582","Chicago Cubs",87.38125,661551
"583","Arizona Diamondbacks",90.9615384615385,662047
"584","St. Louis Cardinals",91.4411764705882,662047
"585","Pittsburgh Pirates",84.8620689655172,662296
"586","San Diego Padres",91.275,662296
"587","Miami Marlins",93.1695652173913,661390
"588","Seattle Mariners",89.5607142857143,661390
"589","Baltimore Orioles",89.4809523809524,663337
"590","Boston Red Sox",90.5172413793103,663337
"591","Houston Astros",92.9655172413793,661826
"592","Toronto Blue Jays",92.8,661826
"593","Minnesota Twins",89.2714285714286,661907
"594","Tampa Bay Rays",85.2227272727273,661907
"595","New York Mets",89.0888888888889,662592
"596","Philadelphia Phillies",85.0285714285714,662592
"597","Chicago White Sox",91.3416666666667,661535
"598","Los Angeles Angels",84.2285714285714,661535
"599","Atlanta Braves",94.3136363636364,661911
"600","Texas Rangers",91.6269230769231,661911
"601","Kansas City Royals",91.9346153846154,662741
"602","New York Yankees",93.3241379310345,662741
"603","Chicago Cubs",89.5142857142857,661209
"604","Milwaukee Brewers",90.2888888888889,661209
"605","Arizona Diamondbacks",86.9961538461538,662037
"606","St. Louis Cardinals",88.2037037037037,662037
"607","Cincinnati Reds",89.9,663009
"608","Colorado Rockies",90.3357142857143,663009
"609","Cleveland Guardians",90.304,662405
"610","Oakland Athletics",87.6,662405
"611","Detroit Tigers",89.4933333333333,662699
"612","Los Angeles Dodgers",90.3631578947368,662699
"613","San Francisco Giants",95.4807692307692,662081
"614","Washington Nationals",87.9731707317073,662081
"615","Arizona Diamondbacks",84.58,662036
"616","St. Louis Cardinals",87.956,662036
"617","Houston Astros",88.2333333333333,661825
"618","Toronto Blue Jays",90.3130434782609,661825
"619","San Francisco Giants",90.9925925925926,662084
"620","Washington Nationals",85.9592592592593,662084
"621","Chicago White Sox",91.324,661534
"622","Los Angeles Angels",88.6416666666667,661534
"623","Cleveland Guardians",85.2807692307692,662393
"624","Oakland Athletics",90.9923076923077,662393
"625","Minnesota Twins",92.1785714285714,661906
"626","Tampa Bay Rays",89.26,661906
"627","Miami Marlins",92.6117647058824,661389
"628","Seattle Mariners",84.185,661389
"629","Pittsburgh Pirates",94.6111111111111,662288
"630","San Diego Padres",88.2535714285714,662288
"631","Baltimore Orioles",89.5541666666667,663364
"632","Boston Red Sox",90.7266666666667,663364
"633","Atlanta Braves",79.8391304347826,661901
"634","Texas Rangers",90.055,661901
"635","New York Mets",86.7,662591
"636","Philadelphia Phillies",91.58,662591
"637","Kansas City Royals",87.8111111111111,662797
"638","New York Yankees",86.7851851851852,662797
"639","Chicago Cubs",89.8529411764706,661208
"640","Milwaukee Brewers",90.4347826086957,661208
"641","Cincinnati Reds",96.2260869565217,663008
"642","Colorado Rockies",87.9136363636364,663008
"643","Detroit Tigers",89.3782608695652,662698
"644","Los Angeles Dodgers",87.096,662698
"645","Baltimore Orioles",90.6466666666667,663363
"646","Boston Red Sox",89.2758620689655,663363
"647","Minnesota Twins",92.79375,661905
"648","Tampa Bay Rays",91.6375,661905
"649","Pittsburgh Pirates",83.8608695652174,662293
"650","San Diego Padres",89.88125,662293
"651","Houston Astros",87.8565217391304,661824
"652","Toronto Blue Jays",88.5521739130435,661824
"653","Miami Marlins",88.2066666666667,661365
"654","Seattle Mariners",89.808,661365
"655","Chicago White Sox",90.5705882352941,661531
"656","Los Angeles Angels",87.6076923076923,661531
"657","Kansas City Royals",91.45,662691
"658","New York Yankees",88.6185185185185,662691
"659","Chicago Cubs",84.625,661216
"660","Milwaukee Brewers",85.5,661216
"661","Arizona Diamondbacks",92.5142857142857,661988
"662","St. Louis Cardinals",81.7392857142857,661988
"663","Atlanta Braves",94.7130434782609,661935
"664","Texas Rangers",85.984,661935
"665","Cincinnati Reds",87.2125,663007
"666","Colorado Rockies",89.675,663007
"667","San Francisco Giants",87.28,662106
"668","Washington Nationals",85.490625,662106
"669","Cleveland Guardians",89.1483870967742,662397
"670","Oakland Athletics",92.9478260869565,662397
"671","Detroit Tigers",85.8434782608696,662716
"672","Los Angeles Dodgers",83.98,662716
"673","New York Mets",85.97,662579
"674","Philadelphia Phillies",90.504347826087,662579
"675","Kansas City Royals",90.2125,662009
"676","St. Louis Cardinals",87.795652173913,662009
"677","Chicago White Sox",89.3230769230769,661526
"678","Los Angeles Angels",86.9571428571429,661526
"679","Arizona Diamondbacks",87.9045454545455,661362
"680","Miami Marlins",88.8035714285714,661362
"681","Baltimore Orioles",89.25,663362
"682","Minnesota Twins",92.0666666666667,663362
"683","New York Yankees",88.3931034482759,661823
"684","Toronto Blue Jays",91.35,661823
"685","Atlanta Braves",84.1652173913044,662578
"686","New York Mets",84.15,662578
"687","Houston Astros",84.2071428571429,662920
"688","Seattle Mariners",87.7782608695652,662920
"689","Oakland Athletics",82.5,662387
"690","Tampa Bay Rays",90.3354838709677,662387
"691","Atlanta Braves",86.6285714285714,662569
"692","New York Mets",83.9538461538462,662569
"693","Atlanta Braves",86.3111111111111,662459
"694","New York Mets",87.3653846153846,662459
"695","Arizona Diamondbacks",91.496,661364
"696","Miami Marlins",86.6538461538462,661364
"697","Philadelphia Phillies",89.037037037037,661635
"698","Texas Rangers",92.9192307692308,661635
"699","Baltimore Orioles",86.6961538461538,663463
"700","Minnesota Twins",93.0793103448276,663463
"701","New York Yankees",91.4730769230769,661796
"702","Toronto Blue Jays",91.937037037037,661796
"703","Boston Red Sox",87.5310344827586,663237
"704","Los Angeles Angels",86.7136363636364,663237
"705","Chicago Cubs",92.0055555555556,663165
"706","Chicago White Sox",89.4038461538461,663165
"707","Cincinnati Reds",85.9647058823529,661200
"708","Milwaukee Brewers",93.3681818181818,661200
"709","Houston Astros",87.4291666666667,662919
"710","Seattle Mariners",87.5347826086957,662919
"711","Kansas City Royals",91.321875,662690
"712","St. Louis Cardinals",89.6392857142857,662690
"713","Colorado Rockies",91.3633333333333,662994
"714","Washington Nationals",88.3787878787879,662994
"715","Oakland Athletics",88.5241379310345,662386
"716","Tampa Bay Rays",88.3393939393939,662386
"717","Los Angeles Dodgers",92.0875,662708
"718","San Francisco Giants",87.4173913043478,662708
"719","Cleveland Guardians",87.6181818181818,663068
"720","San Diego Padres",86.835,663068
"721","Detroit Tigers",86.9285714285714,662839
"722","Pittsburgh Pirates",90.615625,662839
"723","Arizona Diamondbacks",87.4571428571429,661363
"724","Miami Marlins",91.6892857142857,661363
"725","Detroit Tigers",90.8421052631579,662838
"726","Pittsburgh Pirates",91.6181818181818,662838
"727","Detroit Tigers",86.9285714285714,662839
"728","Pittsburgh Pirates",90.615625,662839
"729","Cleveland Guardians",82.9571428571429,663067
"730","San Diego Padres",86.4652173913043,663067
"731","Cleveland Guardians",87.6181818181818,663068
"732","San Diego Padres",86.835,663068
"733","Kansas City Royals",84.8535714285714,662739
"734","St. Louis Cardinals",88.0064516129032,662739
"735","Atlanta Braves",89.3636363636364,662577
"736","New York Mets",90.0518518518519,662577
"737","Houston Astros",89.3954545454545,662835
"738","Seattle Mariners",89.956,662835
"739","Oakland Athletics",83.9,662382
"740","Tampa Bay Rays",87.0653846153846,662382
"741","Philadelphia Phillies",91.8111111111111,661634
"742","Texas Rangers",87.6458333333333,661634
"743","Baltimore Orioles",89.6407407407407,663462
"744","Minnesota Twins",90.3913043478261,663462
"745","New York Yankees",92.8714285714286,661795
"746","Toronto Blue Jays",89.1,661795
"747","Boston Red Sox",91.8142857142857,663248
"748","Los Angeles Angels",92.8857142857143,663248
"749","Chicago Cubs",90.4105263157895,663164
"750","Chicago White Sox",88.1518518518518,663164
"751","Cincinnati Reds",87.7,661197
"752","Milwaukee Brewers",89.8676470588235,661197
"753","Colorado Rockies",88.178125,662993
"754","Washington Nationals",97.2631578947368,662993
"755","Los Angeles Dodgers",89.275,662707
"756","San Francisco Giants",86.0416666666667,662707
"757","Boston Red Sox",79.625,663227
"758","Los Angeles Angels",87.5434782608696,663227
"759","Cincinnati Reds",82.988,661204
"760","Milwaukee Brewers",99.0333333333333,661204
"761","Colorado Rockies",90.8954545454545,663013
"762","Washington Nationals",90.3714285714286,663013
"763","Cleveland Guardians",85.7,663066
"764","Toronto Blue Jays",91.408,663066
"765","New York Mets",87.8896551724138,661619
"766","Philadelphia Phillies",91.4333333333333,661619
"767","Baltimore Orioles",95.2136363636364,661341
"768","Minnesota Twins",87.7666666666667,661341
"769","Detroit Tigers",87.7965517241379,662816
"770","Houston Astros",92.16,662816
"771","Seattle Mariners",85.6565217391304,662189
"772","Tampa Bay Rays",85.932,662189
"773","Miami Marlins",86.076,662262
"774","San Diego Padres",90.3157894736842,662262
"775","San Francisco Giants",89.4068965517241,662105
"776","St. Louis Cardinals",85.3451612903226,662105
"777","Boston Red Sox",91.3130434782609,663224
"778","Chicago White Sox",90.4666666666667,663224
"779","Atlanta Braves",90.3166666666667,661541
"780","Milwaukee Brewers",91.95,661541
"781","Detroit Tigers",85.0157894736842,662815
"782","Houston Astros",88.5814814814815,662815
"783","Minnesota Twins",93.8625,661775
"784","Oakland Athletics",88.4631578947368,661775
"785","Los Angeles Angels",86.28125,663431
"786","Washington Nationals",90.6,663431
"787","Arizona Diamondbacks",85.8478260869565,663360
"788","Colorado Rockies",87.0166666666667,663360
"789","Seattle Mariners",92.2727272727273,662187
"790","Tampa Bay Rays",89.7785714285714,662187
"791","Miami Marlins",88.8586206896552,662272
"792","San Diego Padres",89.035,662272
"793","San Francisco Giants",83.7869565217391,662103
"794","St. Louis Cardinals",82.4105263157895,662103
"795","Baltimore Orioles",88.268,661345
"796","Kansas City Royals",88.275,661345
"797","Cleveland Guardians",87.241935483871,663057
"798","Toronto Blue Jays",91.0333333333333,663057
"799","Cincinnati Reds",85.4904761904762,663089
"800","Pittsburgh Pirates",94.0090909090909,663089
"801","Cincinnati Reds",86.5086956521739,663070
"802","Pittsburgh Pirates",89.408,663070
"803","Chicago Cubs",90.6818181818182,663162
"804","Los Angeles Dodgers",93.8620689655172,663162
"805","Chicago Cubs",91.0045454545455,663142
"806","Los Angeles Dodgers",87.478947368421,663142
"807","Cleveland Guardians",88.8461538461538,663056
"808","Toronto Blue Jays",90.4692307692308,663056
"809","Cleveland Guardians",87.241935483871,663057
"810","Toronto Blue Jays",91.0333333333333,663057
"811","Minnesota Twins",89.1842105263158,661701
"812","Oakland Athletics",84.8928571428571,661701
"813","Detroit Tigers",84.632,662796
"814","Houston Astros",88.2842105263158,662796
"815","Boston Red Sox",87.4851851851852,663226
"816","Chicago White Sox",94.8366666666667,663226
"817","San Francisco Giants",87.2321428571429,662102
"818","St. Louis Cardinals",87.9066666666667,662102
"819","Atlanta Braves",92.5958333333333,661540
"820","Milwaukee Brewers",91.92,661540
"821","Arizona Diamondbacks",92.1833333333333,663359
"822","Colorado Rockies",84.3851851851852,663359
"823","Miami Marlins",87.95,662261
"824","San Diego Padres",86.9185185185185,662261
"825","Los Angeles Angels",92.2259259259259,663430
"826","Washington Nationals",88.568,663430
"827","Seattle Mariners",89.9375,662159
"828","Tampa Bay Rays",92.44,662159
"829","New York Mets",91.5807692307692,661627
"830","Philadelphia Phillies",85.8307692307692,661627
"831","Baltimore Orioles",91.8592592592593,661349
"832","Kansas City Royals",87.6230769230769,661349
"833","Boston Red Sox",87.5583333333333,663278
"834","Chicago White Sox",86.125,663278
"835","New York Mets",90.465,661626
"836","Philadelphia Phillies",88.0478260869565,661626
"837","New York Mets",91.5807692307692,661627
"838","Philadelphia Phillies",85.8307692307692,661627
"839","Baltimore Orioles",87.96,661307
"840","Kansas City Royals",89.246875,661307
"841","Baltimore Orioles",88.268,661345
"842","Kansas City Royals",88.275,661345
"843","New York Yankees",93.1521739130435,661302
"844","Texas Rangers",90.3421052631579,661302
"845","New York Yankees",93.8782608695652,661304
"846","Texas Rangers",86.8625,661304
"847","Atlanta Braves",90.0173913043478,661550
"848","Milwaukee Brewers",94.0818181818182,661550
"849","Cincinnati Reds",85.2666666666667,663069
"850","Pittsburgh Pirates",87.1368421052632,663069
"851","Cleveland Guardians",87.6692307692308,663086
"852","Toronto Blue Jays",88.1272727272727,663086
"853","Detroit Tigers",87.1470588235294,662795
"854","Houston Astros",91.6875,662795
"855","Minnesota Twins",89.6407407407407,661700
"856","Oakland Athletics",86.9041666666667,661700
"857","San Francisco Giants",90.6,662098
"858","St. Louis Cardinals",83.5521739130435,662098
"859","Los Angeles Angels",87.575,663429
"860","Washington Nationals",87.3,663429
"861","Arizona Diamondbacks",84.35,663368
"862","Colorado Rockies",80.6318181818182,663368
"863","Seattle Mariners",84.3037037037037,662160
"864","Tampa Bay Rays",94.3052631578947,662160
"865","Miami Marlins",89.5,662260
"866","San Diego Padres",89.392,662260
"867","Chicago Cubs",89.2913043478261,663161
"868","Los Angeles Dodgers",89.7344827586207,663161
"869","Baltimore Orioles",91.8592592592593,661349
"870","Kansas City Royals",87.6230769230769,661349
"871","New York Yankees",84.7611111111111,661303
"872","Texas Rangers",89.2294117647059,661303
"873","Los Angeles Dodgers",88.2916666666667,662287
"874","Pittsburgh Pirates",86.6032258064516,662287
"875","Cincinnati Reds",92.6076923076923,663101
"876","Milwaukee Brewers",90.3958333333333,663101
"877","Detroit Tigers",91.9666666666667,662837
"878","Oakland Athletics",92.2384615384615,662837
"879","Chicago White Sox",86.6,661525
"880","Cleveland Guardians",88.1333333333333,661525
"881","Los Angeles Angels",90.5074074074074,663438
"882","Tampa Bay Rays",90.836,663438
"883","Chicago Cubs",93.5296296296296,662259
"884","San Diego Padres",83.97,662259
"885","Philadelphia Phillies",91.8647058823529,662158
"886","Seattle Mariners",81.9111111111111,662158
"887","Arizona Diamondbacks",88.1142857142857,663366
"888","Miami Marlins",92.8285714285714,663366
"889","Colorado Rockies",86.325,662097
"890","San Francisco Giants",89.6612903225806,662097
"891","Detroit Tigers",89.1862068965517,662412
"892","Oakland Athletics",87.0521739130435,662412
"893","Detroit Tigers",86.5,662855
"894","Oakland Athletics",90.9684210526316,662855
"895","Los Angeles Dodgers",89.9193548387097,662292
"896","Pittsburgh Pirates",83.9416666666667,662292
"897","Cincinnati Reds",85.2631578947368,663090
"898","Milwaukee Brewers",87.3296296296296,663090
"899","New York Mets",91.56,662537
"900","Washington Nationals",88.6782608695652,662537
"901","New York Yankees",94.2,661301
"902","Toronto Blue Jays",89.8411764705882,661301
"903","Atlanta Braves",88.7260869565217,661549
"904","Boston Red Sox",89.1107142857143,661549
"905","Houston Astros",85.3535714285714,661696
"906","Minnesota Twins",91.3636363636364,661696
"907","Baltimore Orioles",88.9931034482759,661987
"908","St. Louis Cardinals",90.8789473684211,661987
"909","Kansas City Royals",88.2962962962963,662016
"910","Texas Rangers",92.0153846153846,662016
"911","Chicago White Sox",89.3464285714286,661524
"912","Cleveland Guardians",85.1333333333333,661524
"913","Los Angeles Angels",93.8777777777778,663416
"914","Tampa Bay Rays",87.592,663416
"915","Chicago Cubs",89.58,662258
"916","San Diego Padres",90.7884615384615,662258
"917","Philadelphia Phillies",92.9263157894737,662157
"918","Seattle Mariners",85.016,662157
"919","Arizona Diamondbacks",90.8291666666667,663350
"920","Miami Marlins",88.7,663350
"921","Colorado Rockies",86.1,662096
"922","San Francisco Giants",92.52,662096
"923","Los Angeles Dodgers",89.932,662385
"924","Pittsburgh Pirates",91.3565217391304,662385
"925","New York Yankees",90.4346153846154,661300
"926","Toronto Blue Jays",87.4551724137931,661300
"927","Cincinnati Reds",90.784375,663074
"928","Milwaukee Brewers",91.1633333333333,663074
"929","Philadelphia Phillies",89.25,662176
"930","Seattle Mariners",89.748,662176
"931","Arizona Diamondbacks",84.9130434782609,663358
"932","Miami Marlins",86.3766666666667,663358
"933","Colorado Rockies",86.12,662095
"934","San Francisco Giants",87.4608695652174,662095
"935","Chicago Cubs",94.4173913043478,662273
"936","San Diego Padres",89.4806451612903,662273
"937","New York Mets",91.484375,662526
"938","Washington Nationals",86.2888888888889,662526
"939","Los Angeles Angels",87.2380952380952,663450
"940","Tampa Bay Rays",86.7125,663450
"941","Detroit Tigers",87.1269230769231,662873
"942","Oakland Athletics",89.9866666666667,662873
"943","Atlanta Braves",88.7291666666667,661548
"944","Boston Red Sox",90.6136363636364,661548
"945","Houston Astros",91.9111111111111,661702
"946","Minnesota Twins",91.1,661702
"947","Baltimore Orioles",87.8521739130435,662006
"948","St. Louis Cardinals",90.8241379310345,662006
"949","Kansas City Royals",84.8935483870968,661899
"950","Texas Rangers",88.7090909090909,661899
"951","Chicago White Sox",83.3142857142857,661523
"952","Cleveland Guardians",87.5705882352941,661523
"953","New York Mets",86.175,662548
"954","Washington Nationals",91.9875,662548
"955","Detroit Tigers",84.8689655172414,662872
"956","Oakland Athletics",88.5807692307692,662872
"957","Houston Astros",91.9111111111111,661702
"958","Minnesota Twins",91.1,661702
"959","Baltimore Orioles",89.8,662005
"960","St. Louis Cardinals",85.5857142857143,662005
"961","Houston Astros",88.2346153846154,661694
"962","Minnesota Twins",84.1904761904762,661694
"963","Cincinnati Reds",89.8111111111111,662372
"964","Pittsburgh Pirates",92.088,662372
"965","Kansas City Royals",85.504347826087,661883
"966","Texas Rangers",83.9666666666667,661883
"967","Chicago White Sox",90.2107142857143,661519
"968","New York Yankees",93.9259259259259,661519
"969","Los Angeles Dodgers",90.1857142857143,662706
"970","Philadelphia Phillies",89.392,662706
"971","Cincinnati Reds",94.2451612903226,662494
"972","Pittsburgh Pirates",90.5045454545455,662494
"973","Miami Marlins",86.9666666666667,661361
"974","Milwaukee Brewers",89.33,661361
"975","Houston Astros",87.5037037037037,662525
"976","Washington Nationals",91.2777777777778,662525
"977","Baltimore Orioles",80.3692307692308,662851
"978","Detroit Tigers",88.8809523809524,662851
"979","New York Mets",89.825,662523
"980","Seattle Mariners",87.15,662523
"981","Tampa Bay Rays",84.1590909090909,661904
"982","Toronto Blue Jays",90.1730769230769,661904
"983","Atlanta Braves",89.4827586206897,661547
"984","San Diego Padres",92.6705882352941,661547
"985","Boston Red Sox",86.1925925925926,661882
"986","Texas Rangers",91.5115384615385,661882
"987","Cleveland Guardians",92.316,661698
"988","Minnesota Twins",95.7185185185185,661698
"989","Chicago White Sox",88.375,661491
"990","New York Yankees",92.8848484848485,661491
"991","San Francisco Giants",90.076,661986
"992","St. Louis Cardinals",89.2103448275862,661986
"993","Colorado Rockies",91.1617647058823,663012
"994","Kansas City Royals",91.6324324324324,663012
"995","Arizona Diamondbacks",84.9071428571429,663349
"996","Chicago Cubs",88.5,663349
"997","Los Angeles Angels",89.05,662381
"998","Oakland Athletics",87.4571428571429,662381
"999","Los Angeles Dodgers",89.453125,662705
"1000","Philadelphia Phillies",88.7285714285714,662705
"1001","San Francisco Giants",87.6384615384615,661985
"1002","St. Louis Cardinals",89.6185185185185,661985
"1003","Atlanta Braves",93.6277777777778,661546
"1004","San Diego Padres",85.7476190476191,661546
"1005","Los Angeles Angels",83.837037037037,662379
"1006","Oakland Athletics",89.6590909090909,662379
"1007","Los Angeles Angels",89.4655172413793,662399
"1008","Oakland Athletics",86.5615384615385,662399
"1009","Baltimore Orioles",89.0227272727273,662844
"1010","Detroit Tigers",86.6458333333333,662844
"1011","Tampa Bay Rays",88.54,661903
"1012","Toronto Blue Jays",90.5678571428572,661903
"1013","Miami Marlins",90.8481481481482,661414
"1014","Milwaukee Brewers",86.3260869565217,661414
"1015","Cincinnati Reds",87.8173913043478,662384
"1016","Pittsburgh Pirates",91.2388888888889,662384
"1017","Houston Astros",93.1153846153846,662547
"1018","Washington Nationals",87.4444444444444,662547
"1019","Boston Red Sox",88.778125,661147
"1020","Texas Rangers",83.8481481481482,661147
"1021","New York Mets",90.5214285714286,662568
"1022","Seattle Mariners",82.9863636363636,662568
"1023","Cleveland Guardians",88.45,661695
"1024","Minnesota Twins",88.2633333333333,661695
"1025","Chicago White Sox",85.6310344827586,661490
"1026","New York Yankees",87.036,661490
"1027","Arizona Diamondbacks",88.232,663348
"1028","Chicago Cubs",87.6666666666667,663348
"1029","Colorado Rockies",91.5,663011
"1030","Kansas City Royals",88.9652173913043,663011
"1031","Los Angeles Dodgers",88.3,662704
"1032","Philadelphia Phillies",84.5310344827586,662704
"1033","Atlanta Braves",87.0238095238095,661545
"1034","San Diego Padres",87.8241379310345,661545
"1035","Houston Astros",92.7,662528
"1036","Washington Nationals",84.9954545454545,662528
"1037","Cincinnati Reds",87.1652173913044,662519
"1038","Pittsburgh Pirates",86.9666666666667,662519
"1039","Baltimore Orioles",91.5,662843
"1040","Detroit Tigers",83.0444444444444,662843
"1041","New York Mets",89.7521739130435,662567
"1042","Seattle Mariners",89.9117647058823,662567
"1043","Tampa Bay Rays",82.0695652173913,661902
"1044","Toronto Blue Jays",86.0375,661902
"1045","Miami Marlins",90.9210526315789,661403
"1046","Milwaukee Brewers",89.4966666666667,661403
"1047","Cleveland Guardians",85.4833333333333,661732
"1048","Minnesota Twins",93.2708333333333,661732
"1049","Chicago White Sox",90.7,661489
"1050","New York Yankees",93.0782608695652,661489
"1051","Boston Red Sox",87.8,661146
"1052","Texas Rangers",92.4434782608696,661146
"1053","Colorado Rockies",92.3344827586207,663010
"1054","Kansas City Royals",91.7033333333333,663010
"1055","Los Angeles Angels",90.4380952380952,662380
"1056","Oakland Athletics",87.604,662380
"1057","Arizona Diamondbacks",87.6857142857143,663367
"1058","Chicago Cubs",90.716,663367
"1059","Los Angeles Dodgers",89.4772727272727,662696
"1060","Philadelphia Phillies",88.8703703703704,662696
"1061","San Francisco Giants",94.5037037037037,661984
"1062","St. Louis Cardinals",87.4657894736842,661984
"1063","Detroit Tigers",81.2833333333333,661961
"1064","Tampa Bay Rays",90.9730769230769,661961
"1065","Miami Marlins",90.6833333333333,661402
"1066","Washington Nationals",83.5592592592593,661402
"1067","Baltimore Orioles",84.3235294117647,661308
"1068","New York Yankees",88.2307692307692,661308
"1069","Seattle Mariners",87.8695652173913,661794
"1070","Toronto Blue Jays",89.7391304347826,661794
"1071","Boston Red Sox",86.824,663275
"1072","Houston Astros",88.52,663275
"1073","Chicago Cubs",87.1129032258064,663151
