"","X","batting_team","velo","game","team_avg","game_diff","tv_provider"
"2441",2441,"New York Yankees",91.2592592592593,662329,90.1797716542271,1.07948760503216,"Local"
"2442",2442,"Pittsburgh Pirates",88.362962962963,662329,88.1787093297232,0.184253633239834,"Local"
"2443",2443,"Cleveland Guardians",87.8805555555556,662905,87.4553960764391,0.425159479116488,"Local"
"2444",2444,"Detroit Tigers",86.5866666666667,662905,87.38664663204,-0.799979965373282,"Local"
"2445",2445,"Boston Red Sox",89.708,663245,88.9910088456763,0.716991154323665,"TBS"
"2446",2446,"Tampa Bay Rays",88.5074074074074,663245,89.0880962528633,-0.58068884545591,"TBS"
"2447",2447,"Atlanta Braves",85.2925925925926,661510,89.902094809833,-4.60950221724042,"Local"
"2448",2448,"St. Louis Cardinals",84.74,661510,87.6113204929726,-2.87132049297261,"Local"
"2449",2449,"Houston Astros",89.8483870967742,662847,88.7728280921226,1.07555900465158,"Local"
"2450",2450,"Kansas City Royals",86.9454545454545,662847,88.6473411570678,-1.70188661161335,"Local"
"2451",2451,"Chicago White Sox",88.525,661426,88.9457272739417,-0.420727273941665,"Local"
"2452",2452,"Minnesota Twins",91.3483870967742,661426,89.7185025011873,1.62988459558692,"Local"
"2453",2453,"Chicago Cubs",88.003125,661187,88.6023410464028,-0.599216046402788,"Local"
"2454",2454,"Milwaukee Brewers",90.1954545454546,661187,88.6465041131023,1.54895043235231,"Local"
